seed,unfreeze_from,dropout,best_val_loss,best_val_acc,test_loss,test_acc,history_path
42,layer6,0.2,1.661841630935669,0.6360527873039246,1.7222683429718018,0.61474609375,/Users/itamartalpaz/GitHub/ml-course-assign4/HPO/history/seed42_unfreezelayer6_drop0.2.json
123,layer9,0.2,1.6771069765090942,0.6223741769790649,1.7167795896530151,0.611328125,/Users/itamartalpaz/GitHub/ml-course-assign4/HPO/history/seed123_unfreezelayer9_drop0.2.json
