seed,unfreeze_from,dropout,test_loss,test_acc,total_epochs,final_train_acc,final_test_acc
42,6,0.2,0.9043466448783875,0.751953125,20,0.780817449092865,0.751953125
123,6,0.2,0.8663857579231262,0.759765625,20,0.7778863310813904,0.759765625
