seed,unfreeze_from,dropout,best_val_loss,best_val_acc,test_loss,test_acc,history_path
42,block4_conv1,0.2,0.8458935022354126,0.8158280253410339,0.8784161806106567,0.8076171875,HPO/history/seed42_unfreezeblock4_conv1_drop0.2.json
123,block4_conv1,0.2,0.9013798236846924,0.8168050646781921,0.8925063014030457,0.8193359375,HPO/history/seed123_unfreezeblock4_conv1_drop0.2.json
